Gene_ID	P1S3	S2S3	P1V2	S2V2
fig|1185660.4.peg.3549	120	85	106	81
fig|1185660.4.peg.355	3	1	15	35
fig|1185660.4.peg.3550	104	65	63	51
fig|1185660.4.peg.3552	10	9	10	10
fig|1185660.4.peg.3554	27	19	28	19
fig|1185660.4.peg.3558	12	14	16	17
fig|1185660.4.peg.3559	4	7	19	15
fig|1185660.4.peg.356	2	5	57	122
fig|1185660.4.peg.3560	6	4	23	13
fig|1185660.4.peg.3561	1	2	28	10
fig|1185660.4.peg.3562	3	4	12	9
fig|1185660.4.peg.3563	6	5	9	15
fig|1185660.4.peg.3564	20	8	38	42
fig|1185660.4.peg.3565	46	13	148	191
fig|1185660.4.peg.3566	79	117	1579	1817
fig|1185660.4.peg.3567	19	24	60	58
fig|1185660.4.peg.357	6	11	13	11
fig|1185660.4.peg.3571	23	17	28	24
fig|1185660.4.peg.3574	27	41	33	65
fig|1185660.4.peg.3577	81	115	107	67
fig|1185660.4.peg.3578	41	45	35	22
fig|1185660.4.peg.3579	67	70	117	118
fig|1185660.4.peg.358	5	5	5	7
fig|1185660.4.peg.3580	205	166	750	486
fig|1185660.4.peg.3581	771	418	658	484
fig|1185660.4.peg.3582	65	56	66	58
fig|1185660.4.peg.3583	153	160	121	86
fig|1185660.4.peg.3584	60	63	58	37
fig|1185660.4.peg.3586	64	195	36	44
fig|1185660.4.peg.3587	56	46	44	51
fig|1185660.4.peg.3588	25	17	17	19
fig|1185660.4.peg.3589	56	42	45	41
fig|1185660.4.peg.359	10	11	19	19
fig|1185660.4.peg.359	137	102	162	193
fig|1185660.4.peg.3590	61	64	36	37
fig|1185660.4.peg.3591	49	23	32	35
fig|1185660.4.peg.3592	65	47	51	30
fig|1185660.4.peg.3593	95	48	86	79
fig|1185660.4.peg.3594	88	63	62	69
fig|1185660.4.peg.3595	512	512	676	477
fig|1185660.4.peg.3595	68	64	74	66
fig|1185660.4.peg.3596	934	773	807	416
fig|1185660.4.peg.3597	52	53	35	26
fig|1185660.4.peg.3598	664	606	934	837
fig|1185660.4.peg.3599	241	229	221	169
fig|1185660.4.peg.360	4	6	17	25
fig|1185660.4.peg.3600	104	119	70	47
fig|1185660.4.peg.3601	253	152	243	189
fig|1185660.4.peg.3605	172	126	497	328
fig|1185660.4.peg.3607	230	540	323	239
fig|1185660.4.peg.3607	306	177	228	193
fig|1185660.4.peg.3609	525	465	569	389
fig|1185660.4.peg.3610	446	338	378	246
fig|1185660.4.peg.3611	152	129	207	146
fig|1185660.4.peg.3612	203	191	225	173
fig|1185660.4.peg.3614	36	20	26	21
fig|1185660.4.peg.3617	191	116	246	158
fig|1185660.4.peg.3617	36	26	28	26
fig|1185660.4.peg.3618	41	33	44	40
fig|1185660.4.peg.3619	35	45	70	69
fig|1185660.4.peg.362	4	8	27	66
fig|1185660.4.peg.3620	39	26	25	38
fig|1185660.4.peg.3622	645	659	592	611
fig|1185660.4.peg.3623	162	134	143	134
fig|1185660.4.peg.3624	183	166	188	164
fig|1185660.4.peg.3625	92	99	65	75
fig|1185660.4.peg.3626	413	468	386	305
fig|1185660.4.peg.3628	1437	939	2226	1184
fig|1185660.4.peg.3629	1155	422	1382	814
fig|1185660.4.peg.363	11	19	23	27
fig|1185660.4.peg.3631	40	45	43	34
fig|1185660.4.peg.3632	82	89	64	57
fig|1185660.4.peg.3633	25	13	42	63
fig|1185660.4.peg.3634	315	255	363	282
fig|1185660.4.peg.3635	16	16	107	287
fig|1185660.4.peg.3636	47	42	336	548
fig|1185660.4.peg.3637	96	83	70	64
fig|1185660.4.peg.3638	81	60	73	62
fig|1185660.4.peg.3639	46	66	132	109
fig|1185660.4.peg.3640	86	63	65	47
fig|1185660.4.peg.3641	40	28	27	28
fig|1185660.4.peg.3643	25	18	21	19
fig|1185660.4.peg.3644	75	60	49	44
fig|1185660.4.peg.3645	68	42	61	51
fig|1185660.4.peg.3646	65	45	74	66
fig|1185660.4.peg.3647	135	125	157	141
fig|1185660.4.peg.3648	149	77	324	250
fig|1185660.4.peg.3649	110	81	247	235
fig|1185660.4.peg.365	27	26	84	101
fig|1185660.4.peg.3654	15	14	17	22
fig|1185660.4.peg.3655	10	10	9	10
fig|1185660.4.peg.3656	13	11	40	94
fig|1185660.4.peg.3657	15	20	1135	2057
fig|1185660.4.peg.3658	73	75	642	832
fig|1185660.4.peg.3659	11	11	52	127
fig|1185660.4.peg.366	81	100	402	421
fig|1185660.4.peg.3661	163	134	337	464
fig|1185660.4.peg.3662	116	104	78	73
fig|1185660.4.peg.3663	102	130	185	114
fig|1185660.4.peg.3664	115	111	88	87
fig|1185660.4.peg.3664	532	369	1978	1477
fig|1185660.4.peg.3665	3086	1508	10104	5992
fig|1185660.4.peg.3666	1232	404	1667	933
fig|1185660.4.peg.3668	65	20	84	77
fig|1185660.4.peg.3669	106	78	74	58
fig|1185660.4.peg.367	74	94	108	88
fig|1185660.4.peg.3670	38	34	41	44
fig|1185660.4.peg.3671	25	39	20	21
fig|1185660.4.peg.3672	68	80	61	58
fig|1185660.4.peg.3673	87	114	63	100
fig|1185660.4.peg.3674	148	234	116	108
fig|1185660.4.peg.3675	41	48	37	51
fig|1185660.4.peg.3676	220	198	520	611
fig|1185660.4.peg.3677	88	97	87	147
fig|1185660.4.peg.3678	99	102	94	133
fig|1185660.4.peg.368	4	7	12	15
fig|1185660.4.peg.3680	98	132	78	101
fig|1185660.4.peg.3681	282	160	276	200
fig|1185660.4.peg.3682	278	314	194	118
fig|1185660.4.peg.3685	39	42	200	120
fig|1185660.4.peg.3686	340	64	571	220
fig|1185660.4.peg.3687	449	1198	1109	523
fig|1185660.4.peg.3688	80	280	74	49
fig|1185660.4.peg.3689	13	20	31	26
fig|1185660.4.peg.3690	208	178	226	160
fig|1185660.4.peg.3691	336	267	296	219
fig|1185660.4.peg.3692	33	31	49	41
fig|1185660.4.peg.3693	32	56	33	26
fig|1185660.4.peg.3696	25	34	26	29
fig|1185660.4.peg.3698	93	175	70	71
fig|1185660.4.peg.3699	86	112	65	47
fig|1185660.4.peg.37	36	36	30	32
fig|1185660.4.peg.370	2	2	2	1
fig|1185660.4.peg.3700	118	76	97	103
fig|1185660.4.peg.3701	33	30	24	20
fig|1185660.4.peg.3702	20	14	19	17
fig|1185660.4.peg.3703	94	70	307	152
fig|1185660.4.peg.3704	235	160	308	137
fig|1185660.4.peg.3705	48	35	48	34
fig|1185660.4.peg.3706	6	3	28	10
fig|1185660.4.peg.3709	2	2	4	4
fig|1185660.4.peg.371	6	12	3	3
fig|1185660.4.peg.3710	4	5	3	11
fig|1185660.4.peg.3711	8	5	11	11
fig|1185660.4.peg.3713	11	5	19	23
fig|1185660.4.peg.3714	9	5	10	11
fig|1185660.4.peg.3715	11	5	17	11
fig|1185660.4.peg.3716	29	19	21	16
fig|1185660.4.peg.3717	93	68	76	63
fig|1185660.4.peg.3718	13	11	12	16
fig|1185660.4.peg.3719	260	122	212	112
fig|1185660.4.peg.3721	427	201	713	562
fig|1185660.4.peg.3722	940	473	898	593
fig|1185660.4.peg.3723	331	208	403	214
fig|1185660.4.peg.3724	622	327	633	538
fig|1185660.4.peg.3725	449	185	488	406
fig|1185660.4.peg.3726	660	254	1013	813
fig|1185660.4.peg.3727	725	229	1370	1179
fig|1185660.4.peg.3728	312	127	425	352
fig|1185660.4.peg.3729	195	91	534	496
fig|1185660.4.peg.373	11	14	21	19
fig|1185660.4.peg.3730	83	46	3713	5975
fig|1185660.4.peg.3731	229	219	622	709
fig|1185660.4.peg.3732	473	393	317	328
fig|1185660.4.peg.3733	263	198	182	235
fig|1185660.4.peg.3734	379	376	317	316
fig|1185660.4.peg.3735	645	649	950	1294
fig|1185660.4.peg.3736	55	57	42	40
fig|1185660.4.peg.3737	34	40	36	38
fig|1185660.4.peg.3738	561	614	482	1342
fig|1185660.4.peg.3739	31	17	22	42
fig|1185660.4.peg.374	31	33	25	40
fig|1185660.4.peg.3740	10	6	17	29
fig|1185660.4.peg.3741	52	27	70	72
fig|1185660.4.peg.3742	224	128	236	217
fig|1185660.4.peg.3743	67	17	42	53
fig|1185660.4.peg.3744	128	36	60	57
fig|1185660.4.peg.3745	30	29	22	16
fig|1185660.4.peg.3746	204	168	268	201
fig|1185660.4.peg.3748	94	62	71	72
fig|1185660.4.peg.3749	20	11	15	20
fig|1185660.4.peg.375	22	30	31	34
fig|1185660.4.peg.3750	14	9	12	17
fig|1185660.4.peg.3751	100	47	110	63
fig|1185660.4.peg.3753	22	16	27	31
fig|1185660.4.peg.3754	39	15	35	43
fig|1185660.4.peg.3755	57	34	58	58
fig|1185660.4.peg.3756	62	32	61	43
fig|1185660.4.peg.3757	30	27	118	176
fig|1185660.4.peg.3758	15	10	102	143
fig|1185660.4.peg.3759	39	29	306	438
fig|1185660.4.peg.376	7	15	12	13
fig|1185660.4.peg.3761	17	16	57	142
fig|1185660.4.peg.3762	8	9	112	412
fig|1185660.4.peg.3763	5	10	56	194
fig|1185660.4.peg.3764	82	136	80	101
fig|1185660.4.peg.3765	196	302	178	139
fig|1185660.4.peg.3766	251	489	185	201
fig|1185660.4.peg.3767	26	64	29	47
fig|1185660.4.peg.3769	38	340	42	53
fig|1185660.4.peg.3770	9	42	12	19
fig|1185660.4.peg.3771	28	31	121	49
fig|1185660.4.peg.3772	109	76	99	85
fig|1185660.4.peg.3773	265	113	336	234
fig|1185660.4.peg.3774	56	22	36	36
fig|1185660.4.peg.3775	165	189	395	248
fig|1185660.4.peg.3776	67	33	43	39
fig|1185660.4.peg.3777	93	72	163	81
fig|1185660.4.peg.3779	135	134	123	164
fig|1185660.4.peg.3779	296	289	357	207
fig|1185660.4.peg.378	32	20	28	34
fig|1185660.4.peg.3780	88	69	70	69
fig|1185660.4.peg.3781	264	239	221	170
fig|1185660.4.peg.3782	197	106	128	151
fig|1185660.4.peg.3783	175	79	243	165
fig|1185660.4.peg.3784	83	40	67	44
fig|1185660.4.peg.3785	161	72	113	88
fig|1185660.4.peg.3786	58	22	101	70
fig|1185660.4.peg.3788	133	89	83	76
fig|1185660.4.peg.3789	124	78	150	143
fig|1185660.4.peg.3791	6	4	5	7
fig|1185660.4.peg.3792	263	240	232	170
fig|1185660.4.peg.3795	186	139	202	136
fig|1185660.4.peg.3797	17	10	18	25
fig|1185660.4.peg.3798	3	17	76	54
fig|1185660.4.peg.3799	4	5	30	29
fig|1185660.4.peg.380	83	76	74	71
fig|1185660.4.peg.3803	37	14	45	48
fig|1185660.4.peg.3804	70	37	79	86
fig|1185660.4.peg.3806	48	36	73	72
fig|1185660.4.peg.3808	14	11	15	24
fig|1185660.4.peg.3809	13	28	23	14
fig|1185660.4.peg.381	87	50	68	66
fig|1185660.4.peg.3810	125	160	119	84
fig|1185660.4.peg.3811	107	53	214	182
fig|1185660.4.peg.3812	181	203	376	367
fig|1185660.4.peg.3816	289	201	380	184
fig|1185660.4.peg.3817	35	20	39	30
fig|1185660.4.peg.3818	29	32	147	82
fig|1185660.4.peg.3819	15	15	27	27
fig|1185660.4.peg.382	10	19	11	13
fig|1185660.4.peg.3823	0	0	0	0
fig|1185660.4.peg.3825	98	107	107	93
fig|1185660.4.peg.3826	30	35	21	40
fig|1185660.4.peg.3827	68	79	55	65
fig|1185660.4.peg.3828	58	60	44	55
fig|1185660.4.peg.3829	36	31	39	32
fig|1185660.4.peg.3830	3	4	6	9
fig|1185660.4.peg.3831	16	12	74	100
fig|1185660.4.peg.3831	29	25	35	29
fig|1185660.4.peg.3832	12	20	1031	1656
fig|1185660.4.peg.3834	23	27	14	19
fig|1185660.4.peg.3835	220	596	183	157
fig|1185660.4.peg.3836	182	563	142	135
fig|1185660.4.peg.3837	153	193	170	143
fig|1185660.4.peg.3838	8	5	10	14
fig|1185660.4.peg.3839	26	19	34	31
fig|1185660.4.peg.384	9	17	11	14
fig|1185660.4.peg.3840	14	11	129	306
fig|1185660.4.peg.3841	29	15	69	110
fig|1185660.4.peg.3842	16	12	48	76
fig|1185660.4.peg.3843	3	22	822	842
fig|1185660.4.peg.3844	12	12	1034	2116
fig|1185660.4.peg.3845	11	8	584	1199
fig|1185660.4.peg.3846	12	14	530	844
fig|1185660.4.peg.3847	5	7	24	69
fig|1185660.4.peg.3848	5	11	11	13
fig|1185660.4.peg.3849	5	13	16	43
fig|1185660.4.peg.385	11	15	13	12
fig|1185660.4.peg.3850	15	30	12	17
fig|1185660.4.peg.3851	369	1057	202	190
fig|1185660.4.peg.3852	55	58	33	41
fig|1185660.4.peg.3853	116	158	1221	2366
fig|1185660.4.peg.3854	56	50	254	531
fig|1185660.4.peg.3855	45	48	131	397
fig|1185660.4.peg.3856	21	15	34	49
fig|1185660.4.peg.3857	118	96	113	113
fig|1185660.4.peg.3858	129	144	99	95
fig|1185660.4.peg.3859	23	41	23	29
fig|1185660.4.peg.386	10	8	9	10
fig|1185660.4.peg.3860	25	69	104	151
fig|1185660.4.peg.3862	9	8	15	20
fig|1185660.4.peg.3863	14	7	21	36
fig|1185660.4.peg.3864	48	41	85	65
fig|1185660.4.peg.3865	23	28	27	31
fig|1185660.4.peg.3866	13	18	18	17
fig|1185660.4.peg.3868	20	20	20	17
fig|1185660.4.peg.3870	27	29	32	25
fig|1185660.4.peg.3871	9	8	8	11
fig|1185660.4.peg.3872	13	11	12	15
fig|1185660.4.peg.3873	8	5	7	8
fig|1185660.4.peg.3874	33	19	28	39
fig|1185660.4.peg.3875	37	27	43	48
fig|1185660.4.peg.3876	56	35	41	55
fig|1185660.4.peg.3877	94	90	97	96
fig|1185660.4.peg.3878	82	58	84	112
fig|1185660.4.peg.3879	80	68	98	139
fig|1185660.4.peg.3881	32	72	24274	40183
fig|1185660.4.peg.3882	102	69	10971	21788
fig|1185660.4.peg.3883	78	42	111	101
fig|1185660.4.peg.3884	12	9	60	29
fig|1185660.4.peg.3885	20	8	547	57
fig|1185660.4.peg.3886	3	3	15	8
fig|1185660.4.peg.3888	78	131	73	76
fig|1185660.4.peg.3888	95	103	107	74
fig|1185660.4.peg.3889	20	22	21	24
fig|1185660.4.peg.3890	24	18	30	42
fig|1185660.4.peg.3893	0	0	0	0
fig|1185660.4.peg.3894	0	0	0	0
fig|1185660.4.peg.3898	455	280	700	780
fig|1185660.4.peg.3899	79	48	71	110
fig|1185660.4.peg.39	48	36	32	33
fig|1185660.4.peg.3900	100	69	127	128
fig|1185660.4.peg.3902	30	36	116	96
fig|1185660.4.peg.3903	57	32	125	117
fig|1185660.4.peg.3907	82	47	95	81
fig|1185660.4.peg.3908	106	68	119	98
fig|1185660.4.peg.3909	107	69	1325	1038
fig|1185660.4.peg.3910	124	68	149	121
fig|1185660.4.peg.3911	97	45	132	112
fig|1185660.4.peg.3912	480	215	918	942
fig|1185660.4.peg.3913	193	174	195	182
fig|1185660.4.peg.3914	115	101	109	121
fig|1185660.4.peg.3915	45	29	38	33
fig|1185660.4.peg.3917	114	46	79	71
fig|1185660.4.peg.3918	74	25	63	72
fig|1185660.4.peg.392	27	14	40	31
fig|1185660.4.peg.3920	19	21	69	118
fig|1185660.4.peg.3921	11	7	44	70
fig|1185660.4.peg.3922	38	110	40	53
fig|1185660.4.peg.3924	65	91	59	65
fig|1185660.4.peg.3925	337	257	744	810
fig|1185660.4.peg.3926	16	7	16	32
fig|1185660.4.peg.3927	5	3	12	25
fig|1185660.4.peg.393	18	23	203	368
fig|1185660.4.peg.3932	8	8	8	14
fig|1185660.4.peg.3934	1	4	4	6
fig|1185660.4.peg.3937	64	41	111	100
fig|1185660.4.peg.3938	76	60	95	86
fig|1185660.4.peg.394	13	11	130	174
fig|1185660.4.peg.3942	1	1	4	13
fig|1185660.4.peg.3943	5	2	9	15
fig|1185660.4.peg.3945	34	32	44	66
fig|1185660.4.peg.3947	2	2	5	10
fig|1185660.4.peg.395	12	12	173	172
fig|1185660.4.peg.3950	2	4	10	2
fig|1185660.4.peg.3951	22	13	21	26
fig|1185660.4.peg.3952	34	20	40	46
fig|1185660.4.peg.3953	3	4	9	7
fig|1185660.4.peg.3954	1	3	3	8
fig|1185660.4.peg.3955	2	2	3	10
fig|1185660.4.peg.3956	5	5	6	13
fig|1185660.4.peg.3957	5	4	8	24
fig|1185660.4.peg.3959	8	5	11	13
fig|1185660.4.peg.396	7	5	93	93
fig|1185660.4.peg.3961	0	0	287	1374
fig|1185660.4.peg.3963	16	12	20	28
fig|1185660.4.peg.3964	22	17	47	81
fig|1185660.4.peg.3966	2	3	5	11
fig|1185660.4.peg.3967	2	1	3	7
fig|1185660.4.peg.3968	1	1	2	6
fig|1185660.4.peg.3969	0	1	2	7
fig|1185660.4.peg.397	9	9	129	120
fig|1185660.4.peg.3970	1	1	8	15
fig|1185660.4.peg.3971	1	2	3	11
fig|1185660.4.peg.3972	1	3	6	26
fig|1185660.4.peg.3973	4	6	14	25
fig|1185660.4.peg.3974	14	27	47	62
fig|1185660.4.peg.3975	38	27	36	46
fig|1185660.4.peg.3976	44	58	128	96
fig|1185660.4.peg.3977	211	213	190	185
fig|1185660.4.peg.3978	59	50	56	61
fig|1185660.4.peg.3979	10	13	17	37
fig|1185660.4.peg.3981	9	12	9	17
fig|1185660.4.peg.3982	5	5	9	13
fig|1185660.4.peg.3983	6	4	8	16
fig|1185660.4.peg.3987	14408	7247	78564	50140
fig|1185660.4.peg.3988	7056	2834	28553	18278
fig|1185660.4.peg.399	19	11	121	100
fig|1185660.4.peg.3990	23	10	32	24
fig|1185660.4.peg.3991	975	576	6145	3570
fig|1185660.4.peg.3992	24	10	36	33
fig|1185660.4.peg.3993	32	12	44	33
fig|1185660.4.peg.3994	314	182	481	446
fig|1185660.4.peg.3996	124	77	103	119
fig|1185660.4.peg.3997	69	99	64	84
fig|1185660.4.peg.3999	4	7	7	10
fig|1185660.4.peg.40	92	113	100	66
fig|1185660.4.peg.400	16	10	91	104
fig|1185660.4.peg.4000	8	6	9	16
fig|1185660.4.peg.4001	22	20	37	39
fig|1185660.4.peg.4002	293	309	817	658
fig|1185660.4.peg.4003	108	108	188	144
fig|1185660.4.peg.4004	135	134	123	164
fig|1185660.4.peg.4004	296	289	357	207
fig|1185660.4.peg.4005	8	7	12	32
fig|1185660.4.peg.4006	5	3	8	11
fig|1185660.4.peg.4007	4	4	7	16
fig|1185660.4.peg.4008	5	8	13	16
fig|1185660.4.peg.4009	62	72	184	305
fig|1185660.4.peg.401	10	11	16	23
fig|1185660.4.peg.4010	142	230	782	849
fig|1185660.4.peg.4011	95	98	326	310
fig|1185660.4.peg.4013	29	58	102	264
fig|1185660.4.peg.4015	11	15	66	138
fig|1185660.4.peg.4016	121	115	978	1102
fig|1185660.4.peg.4018	31	39	144	117
fig|1185660.4.peg.4020	54	46	48	97
fig|1185660.4.peg.4021	30	34	38	57
fig|1185660.4.peg.4022	68	84	102	139
fig|1185660.4.peg.4023	155	209	206	280
fig|1185660.4.peg.4025	46	46	58	95
fig|1185660.4.peg.4026	94	114	167	305
fig|1185660.4.peg.4027	26	32	41	41
fig|1185660.4.peg.4028	25	10	30	29
fig|1185660.4.peg.403	5	3	11	12
fig|1185660.4.peg.4030	4	5	7	13
fig|1185660.4.peg.4031	38	26	44	52
fig|1185660.4.peg.4032	33	20	32	39
fig|1185660.4.peg.4033	9	7	14	22
fig|1185660.4.peg.4034	33	18	40	41
fig|1185660.4.peg.4035	22	12	35	34
fig|1185660.4.peg.4036	86	43	132	103
fig|1185660.4.peg.4037	31	34	35	40
fig|1185660.4.peg.4038	6	9	22	79
fig|1185660.4.peg.4039	9	12	21	29
fig|1185660.4.peg.404	39	16	26	21
fig|1185660.4.peg.4040	10	8	17	44
fig|1185660.4.peg.4041	62	62	76	103
fig|1185660.4.peg.4042	69	91	99	105
fig|1185660.4.peg.4043	116	203	126	122
fig|1185660.4.peg.4045	71	36	60	65
fig|1185660.4.peg.4046	143	79	117	119
fig|1185660.4.peg.4047	258	158	258	277
fig|1185660.4.peg.4048	87	58	93	106
fig|1185660.4.peg.4049	13	12	11	17
fig|1185660.4.peg.4049	14	10	9	14
fig|1185660.4.peg.405	11	8	10	13
fig|1185660.4.peg.4051	13	12	11	17
fig|1185660.4.peg.4051	14	10	9	14
fig|1185660.4.peg.4053	10	24	17	15
fig|1185660.4.peg.4053	432	313	419	320
fig|1185660.4.peg.4053	81	112	77	94
fig|1185660.4.peg.4054	184	154	168	224
fig|1185660.4.peg.4055	167	129	197	198
fig|1185660.4.peg.4056	392	262	427	479
fig|1185660.4.peg.4057	842	689	3272	2670
fig|1185660.4.peg.4058	206	230	130	154
fig|1185660.4.peg.4059	171	73	134	101
fig|1185660.4.peg.4059	95	102	75	92
fig|1185660.4.peg.406	677	1059	443	268
fig|1185660.4.peg.4060	68	75	76	78
fig|1185660.4.peg.4061	85	75	93	95
fig|1185660.4.peg.4062	140	78	161	206
fig|1185660.4.peg.4063	70	75	73	74
fig|1185660.4.peg.4064	13	16	12	21
fig|1185660.4.peg.4064	375	278	445	348
fig|1185660.4.peg.4066	73	42	82	78
fig|1185660.4.peg.407	71	56	23	38
fig|1185660.4.peg.4071	8	10	10	20
fig|1185660.4.peg.4072	5	5	6	14
fig|1185660.4.peg.4073	6	8	10	18
fig|1185660.4.peg.4074	91	54	130	179
fig|1185660.4.peg.4075	19	13	50	42
fig|1185660.4.peg.4078	64	42	66	81
fig|1185660.4.peg.408	11	15	10	15
fig|1185660.4.peg.4083	6	8	9	14
fig|1185660.4.peg.4084	8	13	12	16
fig|1185660.4.peg.4085	4	6	7	12
fig|1185660.4.peg.4086	2	4	7	14
fig|1185660.4.peg.4087	9	7	13	27
fig|1185660.4.peg.4088	52	44	104	130
fig|1185660.4.peg.409	6	9	9	8
fig|1185660.4.peg.4090	6	6	10	15
fig|1185660.4.peg.4092	12	14	13	23
fig|1185660.4.peg.4094	3	6	8	27
fig|1185660.4.peg.4095	2	2	4	7
fig|1185660.4.peg.4096	2	6	22	54
fig|1185660.4.peg.4097	4	5	7	15
fig|1185660.4.peg.4098	6	10	10	13
fig|1185660.4.peg.4099	18	22	19	19
fig|1185660.4.peg.410	289	196	401	192
fig|1185660.4.peg.4100	25	18	64	86
fig|1185660.4.peg.4101	143	105	241	189
fig|1185660.4.peg.4102	150	75	152	107
fig|1185660.4.peg.4103	394	329	832	722
fig|1185660.4.peg.4104	40	27	53	60
fig|1185660.4.peg.4105	173	133	104	92
fig|1185660.4.peg.4106	92	54	54	48
fig|1185660.4.peg.4108	248	266	155	171
fig|1185660.4.peg.411	68	66	66	52
fig|1185660.4.peg.4110	427	294	424	218
fig|1185660.4.peg.4111	154	71	124	70
fig|1185660.4.peg.4114	83	56	64	57
fig|1185660.4.peg.4115	105	90	79	69
fig|1185660.4.peg.4117	59	47	51	50
fig|1185660.4.peg.4118	58	47	43	48
fig|1185660.4.peg.4119	16	18	18	18
fig|1185660.4.peg.412	147	98	229	192
fig|1185660.4.peg.4121	95	50	101	88
fig|1185660.4.peg.4122	40	22	32	26
fig|1185660.4.peg.4123	32	11	20	16
fig|1185660.4.peg.4124	21	7	16	15
fig|1185660.4.peg.4125	17	9	13	13
fig|1185660.4.peg.4126	39	20	24	25
fig|1185660.4.peg.4127	6	6	7	6
fig|1185660.4.peg.413	205	137	289	301
fig|1185660.4.peg.4130	83	48	87	66
fig|1185660.4.peg.4131	78	131	73	76
fig|1185660.4.peg.4131	95	103	107	74
fig|1185660.4.peg.4132	53	78	112	60
fig|1185660.4.peg.4133	65	54	55	45
fig|1185660.4.peg.4134	210	169	153	133
fig|1185660.4.peg.4135	55	90	48	45
fig|1185660.4.peg.4136	26	68	37	40
fig|1185660.4.peg.4138	35	27	31	23
fig|1185660.4.peg.4139	157	86	113	84
fig|1185660.4.peg.414	184	94	217	210
fig|1185660.4.peg.4140	125	62	96	85
fig|1185660.4.peg.4143	28	24	34	42
fig|1185660.4.peg.4144	30	23	30	39
fig|1185660.4.peg.4146	71	64	88	100
fig|1185660.4.peg.4147	209	171	399	483
fig|1185660.4.peg.4148	488	359	1162	542
fig|1185660.4.peg.4149	115	60	107	144
fig|1185660.4.peg.415	155	61	173	190
fig|1185660.4.peg.4150	14	12	844	253
fig|1185660.4.peg.4153	52	50	247	193
fig|1185660.4.peg.4154	72	56	51	34
fig|1185660.4.peg.4155	35	20	19	13
fig|1185660.4.peg.4159	71	34	55	45
fig|1185660.4.peg.416	91	55	66	51
fig|1185660.4.peg.4160	173	53	121	87
fig|1185660.4.peg.4161	421	120	358	227
fig|1185660.4.peg.4162	11	6	19	19
fig|1185660.4.peg.4163	6	15	9	65
fig|1185660.4.peg.4164	11	7	5	8
fig|1185660.4.peg.4167	70	69	80	102
fig|1185660.4.peg.4168	82	77	82	89
fig|1185660.4.peg.4169	26	32	26	20
fig|1185660.4.peg.417	142	92	155	93
fig|1185660.4.peg.4170	9	10	8	14
fig|1185660.4.peg.4172	42	46	50	57
fig|1185660.4.peg.4173	22	19	29	29
fig|1185660.4.peg.4175	66	38	71	42
fig|1185660.4.peg.4176	23	37	37	36
fig|1185660.4.peg.4177	61	57	36	31
fig|1185660.4.peg.4178	35	30	56	43
fig|1185660.4.peg.4179	42	27	97	113
fig|1185660.4.peg.4180	13	11	20	22
fig|1185660.4.peg.4181	13	14	13	13
fig|1185660.4.peg.4182	16	6	7	13
fig|1185660.4.peg.4183	39	19	66	50
fig|1185660.4.peg.4185	128	93	352	301
fig|1185660.4.peg.4186	85	41	49	43
fig|1185660.4.peg.4187	288	1355	10429	9390
fig|1185660.4.peg.4188	28	19	21	25
fig|1185660.4.peg.4189	9	6	25	19
fig|1185660.4.peg.419	109	53	110	91
fig|1185660.4.peg.4190	50	117	1443	864
fig|1185660.4.peg.4191	26	29	240	222
fig|1185660.4.peg.4192	112	73	155	180
fig|1185660.4.peg.4193	3	2	10	17
fig|1185660.4.peg.4196	15	13	40	49
fig|1185660.4.peg.4199	4	4	11	17
fig|1185660.4.peg.420	170	69	170	147
fig|1185660.4.peg.4200	6	6	11	23
fig|1185660.4.peg.4201	57	72	47	60
fig|1185660.4.peg.4202	126	81	603	483
fig|1185660.4.peg.4203	29	17	57	73
fig|1185660.4.peg.4204	85	64	91	99
fig|1185660.4.peg.4205	27	23	28	41
fig|1185660.4.peg.4206	49	34	33	63
fig|1185660.4.peg.4207	14	30	16	15
fig|1185660.4.peg.4208	114	270	122	179
fig|1185660.4.peg.421	277	191	278	245
fig|1185660.4.peg.4210	41	53	129	193
fig|1185660.4.peg.4211	149	94	160	110
fig|1185660.4.peg.4213	60	111	60	72
fig|1185660.4.peg.4214	122	232	173	183
fig|1185660.4.peg.4216	69	33	59	65
fig|1185660.4.peg.4217	22	30	31	33
fig|1185660.4.peg.4218	21	20	23	30
fig|1185660.4.peg.4219	24	26	25	33
fig|1185660.4.peg.4223	33	30	33	34
fig|1185660.4.peg.4224	43	50	47	60
fig|1185660.4.peg.4225	27	37	26	34
fig|1185660.4.peg.4226	64	68	260	133
fig|1185660.4.peg.4227	21	16	33	51
fig|1185660.4.peg.4228	24	21	35	34
fig|1185660.4.peg.4229	45	31	93	171
fig|1185660.4.peg.423	127	106	181	131
fig|1185660.4.peg.4230	35	31	40	45
fig|1185660.4.peg.4231	171	129	162	166
fig|1185660.4.peg.4232	120	133	134	161
fig|1185660.4.peg.4233	95	82	93	113
fig|1185660.4.peg.4234	111	112	115	96
fig|1185660.4.peg.4235	189	179	235	187
fig|1185660.4.peg.4236	186	157	252	230
fig|1185660.4.peg.4237	324	304	536	476
fig|1185660.4.peg.4238	315	242	338	287
fig|1185660.4.peg.424	3153	2941	3746	2404
fig|1185660.4.peg.4241	827	403	902	504
fig|1185660.4.peg.4242	730	419	684	508
fig|1185660.4.peg.4245	102	48	133	170
fig|1185660.4.peg.4246	56	36	42	57
fig|1185660.4.peg.4247	44	19	40	34
